Window_Size,Sample_Count_Mio,Frequency,5%%-Quantile,95%%-Quantile,First_Lower_Outlier,First_Upper_Outlier,Std_Deviation,Mean,0.1%%-Quantile,99.9%%-Quantile,0.01%%-Quantile,99.99%%-Quantile,0.001%%-Quantile,99.999%%-Quantile
80,173,26,0.01698,0.13196,,0.16277,0.0354887321136906,0.06719491300824103,0.00218,0.20396,0.0,0.242,0.0,0.27955
80,173,27,0.01879,0.143,,0.17702,0.03825412693615443,0.07336200719615797,0.00262,0.21674,0.00083,0.25382,0.00026,0.30722
80,173,28,0.01672,0.12966,,0.16001,0.03479366781751557,0.06607151173032047,0.00216,0.19731,0.0,0.22843,0.0,0.25651
80,173,29,0.01844,0.14046,,0.17389,0.03755160622768339,0.07204532431892488,0.00258,0.21191,0.00081,0.24407,0.00026,0.27397
80,173,30,0.01661,0.12845,,0.15864,0.034455846818660256,0.06552280242916066,0.00215,0.19541,0.0,0.22686,0.0,0.26167
80,173,31,0.01827,0.13916,,0.1723,0.03720837742848884,0.07137234984679144,0.00255,0.20997,0.00081,0.24204,0.00026,0.27119
80,173,32,0.01658,0.12836,,0.15843,0.0344923522483952,0.06545462342964484,0.00219,0.19774,0.0,0.24054,0.0,0.29362
80,173,33,0.01822,0.13922,,0.17218,0.03724601118821303,0.07130036962269339,0.00255,0.21041,0.00081,0.24234,0.00025,0.27097
80,173,34,0.01662,0.12922,,0.15926,0.03471707375773967,0.06575886611113879,0.00214,0.19783,0.0,0.23182,0.0,0.27796
80,173,35,0.01812,0.13867,,0.17139,0.03712359277465369,0.07095773803744977,0.00253,0.21031,0.0008,0.24304,0.00025,0.27462
80,173,36,0.01643,0.12762,,0.15744,0.034260978533012486,0.06499354306103855,0.00213,0.19454,0.0,0.22538,0.0,0.25469
80,173,37,0.01784,0.13672,,0.16889,0.03660526338408506,0.06991630863738453,0.0025,0.20734,0.00079,0.23913,0.00025,0.26802
80,173,38,0.01619,0.12605,,0.15534,0.033854020941270435,0.06412792166390803,0.00208,0.1925,0.0,0.22258,0.0,0.25027
80,173,39,0.01769,0.1359,,0.16777,0.03642704350345188,0.06944055644842252,0.00247,0.2072,0.00078,0.24318,0.00025,0.30617
80,173,40,0.0045,0.14263,,0.17362,0.04404405010655183,0.05778131768353812,0.00012,0.245,0.0,0.3045,0.0,0.44213
